,year,SeaLevel,average,moon_phase_sin,moon_phase_cos,actual_year,month,month_sin,month_cos,Temperature,moon_phase
610,2007.918,29.92,383.973253,-0.025955385,0.999663102,2007,12,-2.45E-16,1,0.5,29.408
611,2007.9451,26.72,384.3030241,-0.020190781,0.999796145,2007,12,-2.45E-16,1,0.5,29.4351
612,2007.9723,20.02,384.5910833,-0.014404231,0.999896254,2007,12,-2.45E-16,1,0.5,29.4623
613,2007.9995,21.12,384.8404167,-0.008617198,0.999962871,2007,12,-2.45E-16,1,0.5,29.4895
614,2008.0266,20.82,385.0888333,-0.002851154,0.999995935,2008,1,0.5,0.866025404,0.3,29.5166
615,2008.0537,22.82,385.3018916,0.002914985,0.999995751,2008,1,0.5,0.866025404,0.3,0.0137
616,2008.0808,21.32,385.4684096,0.008681027,0.999962319,2008,1,0.5,0.866025404,0.3,0.0408
617,2008.108,18.22,385.6355422,0.014468056,0.999895332,2008,2,0.866025404,0.5,0.38,0.068
618,2008.1351,18.82,385.7898916,0.020233327,0.999795285,2008,2,0.866025404,0.5,0.38,0.0951
619,2008.1623,15.12,385.924253,0.026019195,0.999661443,2008,2,0.866025404,0.5,0.38,0.1223
620,2008.1894,18.22,386.0581205,0.031782926,0.999494795,2008,3,1,6.12E-17,0.75,0.1494
621,2008.2166,18.32,386.1889048,0.037566862,0.999294116,2008,3,1,6.12E-17,0.75,0.1766
622,2008.2437,17.12,386.3115,0.043328282,0.999060889,2008,3,1,6.12E-17,0.75,0.2037
623,2008.2709,15.72,386.4345476,0.049109514,0.9987934,2008,4,0.866025404,-0.5,0.54,0.2309
624,2008.2981,16.92,386.5263253,0.0548891,0.998492457,2008,4,0.866025404,-0.5,0.54,0.2581
625,2008.3253,16.42,386.5099398,0.060666848,0.99815807,2008,4,0.866025404,-0.5,0.54,0.2853
626,2008.3456,15.62,386.4977108,0.064977604,0.997886723,2008,5,0.5,-0.866025404,0.5,0.3056
627,2008.3795,20.92,386.4306627,0.072173611,0.997392084,2008,5,0.5,-0.866025404,0.5,0.3395
628,2008.4066,20.62,386.1335422,0.077923489,0.996959342,2008,5,0.5,-0.866025404,0.5,0.3666
629,2008.4338,18.52,385.8353253,0.083691978,0.996491672,2008,6,1.22E-16,-1,0.49,0.3938
630,2008.4609,17.22,385.51925,0.089436473,0.995992529,2008,6,1.22E-16,-1,0.49,0.4209
631,2008.4881,19.32,385.04325,0.095199174,0.995458245,2008,6,1.22E-16,-1,0.49,0.4481
632,2008.5152,21.02,384.569,0.100937518,0.994892767,2008,7,-0.5,-0.866025404,0.6,0.4752
633,2008.5423,21.82,384.0951928,0.106672507,0.99429421,2008,7,-0.5,-0.866025404,0.6,0.5023
634,2008.5425,20.47,384.091988,0.106714818,0.99428967,2008,7,-0.5,-0.866025404,0.6,0.5025
635,2008.5695,20.645,383.6593373,0.11242509,0.993660203,2008,7,-0.5,-0.866025404,0.6,0.5295
636,2008.5922,20.52,383.2955904,0.117223086,0.993105608,2008,8,-0.866025404,-0.5,0.45,0.5522
637,2008.5968,20.37,383.2218795,0.118195037,0.992990399,2008,8,-0.866025404,-0.5,0.45,0.5568
638,2008.6238,24.07,382.7892289,0.123897656,0.992295002,2008,8,-0.866025404,-0.5,0.45,0.5838
639,2008.6507,24.17,382.7018795,0.129575087,0.991569613,2008,8,-0.866025404,-0.5,0.45,0.6107
640,2008.6509,20.42,382.7013494,0.129617283,0.991564098,2008,8,-0.866025404,-0.5,0.45,0.6109
641,2008.6781,25.145,382.629253,0.135353683,0.990797346,2008,9,-1,-1.84E-16,0.61,0.6381
642,2008.7052,24.995,382.5574217,0.141064484,0.99000041,2008,9,-1,-1.84E-16,0.61,0.6652
643,2008.7324,27.895,382.8753333,0.146791642,0.989167435,2008,9,-1,-1.84E-16,0.61,0.6924
644,2008.7595,29.895,383.2366667,0.152492855,0.988304573,2008,10,-0.866025404,0.5,0.67,0.7195
645,2008.7867,30.295,383.5993333,0.158210007,0.987405486,2008,10,-0.866025404,0.5,0.67,0.7467
646,2008.8138,31.845,384.0666024,0.163900871,0.986476814,2008,10,-0.866025404,0.5,0.67,0.7738
647,2008.841,29.67,384.5614458,0.169607254,0.985511735,2008,11,-0.5,0.866025404,0.69,0.801
648,2008.8411,30.32,384.5632651,0.169628223,0.985508126,2008,11,-0.5,0.866025404,0.69,0.8011
649,2008.8681,32.245,385.0544699,0.175287008,0.984517377,2008,11,-0.5,0.866025404,0.69,0.8281
650,2008.8953,30.545,385.4465904,0.180981861,0.983486434,2008,11,-0.5,0.866025404,0.69,0.8553
651,2008.9224,33.17,385.8024819,0.186649748,0.982426522,2008,12,-2.45E-16,1,0.54,0.8824
652,2008.9225,34.22,385.8037952,0.186670651,0.982422551,2008,12,-2.45E-16,1,0.54,0.8825
653,2008.9496,27.595,386.1596867,0.19233231,0.981329854,2008,12,-2.45E-16,1,0.54,0.9096
654,2008.9768,24.87,386.4400952,0.198008429,0.980200317,2008,12,-2.45E-16,1,0.54,0.9368
655,2008.9769,24.82,386.441,0.198029285,0.980196104,2008,12,-2.45E-16,1,0.54,0.9369
656,2009.0039,25.445,386.6852857,0.203657085,0.979042283,2009,1,0.5,0.866025404,0.65,0.9639
657,2009.031,25.42,386.9304762,0.20929897,0.977851697,2009,1,0.5,0.866025404,0.65,0.991
658,2009.0317,24.87,386.9368095,0.20944461,0.977820513,2009,1,0.5,0.866025404,0.65,0.9917
659,2009.0582,23.345,387.1178313,0.214954676,0.976624026,2009,1,0.5,0.866025404,0.65,1.0182
660,2009.0853,21.77,387.264759,0.220582429,0.975368337,2009,2,0.866025404,0.5,0.52,1.0453
661,2009.1124,18.67,387.4116867,0.226202848,0.974080218,2009,2,0.866025404,0.5,0.52,1.0724
662,2009.1267,17.82,387.4847108,0.229165585,0.973387454,2009,2,0.866025404,0.5,0.52,1.0867
663,2009.1396,19.97,387.5204578,0.231836444,0.972754781,2009,2,0.866025404,0.5,0.52,1.0996
664,2009.1531,20.42,387.5578675,0.234629659,0.972084833,2009,2,0.866025404,0.5,0.52,1.1131
665,2009.1667,20.67,387.5955542,0.237441606,0.971401814,2009,3,1,6.12E-17,0.53,1.1267
666,2009.1803,23.42,387.633241,0.240251565,0.97071066,2009,3,1,6.12E-17,0.53,1.1403
667,2009.1939,21.27,387.6709277,0.243059513,0.970011378,2009,3,1,6.12E-17,0.53,1.1539
668,2009.2074,23.82,387.7083373,0.245844801,0.969309205,2009,3,1,6.12E-17,0.53,1.1674
669,2009.221,21.67,387.7533333,0.248648669,0.968593743,2009,3,1,6.12E-17,0.53,1.181
670,2009.2346,22.82,387.7986667,0.251450456,0.967870171,2009,3,1,6.12E-17,0.53,1.1946
671,2009.2482,21.37,387.844,0.254250137,0.967138495,2009,3,1,6.12E-17,0.53,1.2082
672,2009.2617,22.02,387.889,0.257027126,0.966404189,2009,4,0.866025404,-0.5,0.61,1.2217
673,2009.2753,20.37,387.9343333,0.259822542,0.965656381,2009,4,0.866025404,-0.5,0.61,1.2353
674,2009.2889,19.12,387.9796667,0.262615782,0.964900488,2009,4,0.866025404,-0.5,0.61,1.2489
675,2009.3025,20.87,387.9849398,0.265406823,0.964136514,2009,4,0.866025404,-0.5,0.61,1.2625
676,2009.316,21.52,387.9784337,0.268175143,0.963370174,2009,4,0.866025404,-0.5,0.61,1.276
677,2009.3296,20.87,387.9718795,0.270961733,0.96259012,2009,4,0.866025404,-0.5,0.61,1.2896
678,2009.3432,23.72,387.9653253,0.273746053,0.961802006,2009,5,0.5,-0.866025404,0.65,1.3032
679,2009.3567,19.97,387.9588193,0.276507634,0.961011721,2009,5,0.5,-0.866025404,0.65,1.3167
680,2009.3704,19.82,387.9522169,0.279307794,0.960201623,2009,5,0.5,-0.866025404,0.65,1.3304
681,2009.3839,19.07,387.8438434,0.282064754,0.959395369,2009,5,0.5,-0.866025404,0.65,1.3439
682,2009.3975,19.62,387.6816265,0.284839784,0.958575139,2009,5,0.5,-0.866025404,0.65,1.3575
683,2009.4107,18.47,387.5241807,0.287530914,0.957771358,2009,5,0.5,-0.866025404,0.65,1.3707
684,2009.4246,19.42,387.3583855,0.290362303,0.956916785,2009,6,1.22E-16,-1,0.64,1.3846
685,2009.4382,20.77,387.1961687,0.293130125,0.956072555,2009,6,1.22E-16,-1,0.64,1.3982
686,2009.4518,23.22,387.0339518,0.295895493,0.955220319,2009,6,1.22E-16,-1,0.64,1.4118
687,2009.4653,21.67,386.7905357,0.298638077,0.954366439,2009,6,1.22E-16,-1,0.64,1.4253
688,2009.4789,21.32,386.4748214,0.301398484,0.953498272,2009,6,1.22E-16,-1,0.64,1.4389
689,2009.4925,20.37,386.1591071,0.304156368,0.95262212,2009,6,1.22E-16,-1,0.64,1.4525
690,2009.5061,21.72,385.8433929,0.306911705,0.951737992,2009,7,-0.5,-0.866025404,0.73,1.4661
691,2009.5197,19.27,385.5276786,0.309664472,0.950845894,2009,7,-0.5,-0.866025404,0.73,1.4797
692,2009.5332,22.02,385.2142857,0.312394433,0.949952482,2009,7,-0.5,-0.866025404,0.73,1.4932
693,2009.5468,21.67,384.9301928,0.315142011,0.949044526,2009,7,-0.5,-0.866025404,0.73,1.5068
694,2009.5604,25.62,384.7040723,0.317886949,0.948128624,2009,7,-0.5,-0.866025404,0.73,1.5204
695,2009.574,26.37,384.4779518,0.320629226,0.947204782,2009,7,-0.5,-0.866025404,0.73,1.534
696,2009.5875,26.02,384.253494,0.323348683,0.946279889,2009,8,-0.866025404,-0.5,0.69,1.5475
697,2009.6011,24.67,384.0273735,0.326085587,0.945340251,2009,8,-0.866025404,-0.5,0.69,1.5611
698,2009.6147,25.32,383.801253,0.328819761,0.944392696,2009,8,-0.866025404,-0.5,0.69,1.5747
699,2009.6283,27.07,383.6419277,0.331551181,0.943437234,2009,8,-0.866025404,-0.5,0.69,1.5883
700,2009.6418,26.32,383.6907229,0.334259771,0.942480984,2009,8,-0.866025404,-0.5,0.69,1.6018
701,2009.6554,28.67,383.7398795,0.336985637,0.941509788,2009,8,-0.866025404,-0.5,0.69,1.6154
702,2009.6689,30.22,383.7886747,0.339688668,0.940537936,2009,9,-1,-1.84E-16,0.71,1.6289
703,2009.6826,30.77,383.8381928,0.34242888,0.939543752,2009,9,-1,-1.84E-16,0.71,1.6426
704,2009.6947,33.82,383.8819277,0.344846647,0.938659038,2009,9,-1,-1.84E-16,0.71,1.6547
705,2009.7097,34.87,383.9617738,0.347840704,0.937553649,2009,9,-1,-1.84E-16,0.71,1.6697
706,2009.736,30.72,384.4533333,0.353081714,0.935592488,2009,9,-1,-1.84E-16,0.71,1.696
707,2009.7369,35.17,384.4701548,0.35326087,0.935524857,2009,9,-1,-1.84E-16,0.71,1.6969
708,2009.7504,37.12,384.7224762,0.355946643,0.93450628,2009,10,-0.866025404,0.5,0.66,1.7104
709,2009.764,35.27,384.9766667,0.358649341,0.933472362,2009,10,-0.866025404,0.5,0.66,1.724
710,2009.7776,36.42,385.2308571,0.361349036,0.932430627,2009,10,-0.866025404,0.5,0.66,1.7376
711,2009.7911,36.77,385.4831786,0.364025888,0.93138883,2009,10,-0.866025404,0.5,0.66,1.7511
712,2009.8047,35.92,385.7203373,0.366719531,0.930331546,2009,10,-0.866025404,0.5,0.66,1.7647
713,2009.8183,37.27,385.9562892,0.369410104,0.929266472,2009,10,-0.866025404,0.5,0.66,1.7783
714,2009.8319,38.72,386.192241,0.372097583,0.928193616,2009,10,-0.866025404,0.5,0.66,1.7919
715,2009.8455,36.67,386.4281928,0.374781946,0.927112988,2009,11,-0.5,0.866025404,0.79,1.8055
716,2009.859,34.82,386.6624096,0.377443468,0.926032628,2009,11,-0.5,0.866025404,0.79,1.819
717,2009.8726,32.77,386.8983614,0.380121556,0.92493654,2009,11,-0.5,0.866025404,0.79,1.8326
718,2009.8862,34.92,387.0614458,0.382796461,0.923832706,2009,11,-0.5,0.866025404,0.79,1.8462
719,2009.8998,34.67,387.2089157,0.385468161,0.922721137,2009,11,-0.5,0.866025404,0.79,1.8598
720,2009.9133,35.02,387.3553012,0.388117023,0.9216101,2009,11,-0.5,0.866025404,0.79,1.8733
721,2009.9269,32.57,387.5027711,0.390782269,0.920483144,2009,12,-2.45E-16,1,0.67,1.8869
722,2009.9405,33.22,387.650241,0.393444242,0.91934848,2009,12,-2.45E-16,1,0.67,1.9005
723,2009.954,29.67,387.7966265,0.396083384,0.918214546,2009,12,-2.45E-16,1,0.67,1.914
724,2009.9676,32.72,387.9291429,0.398738771,0.917064552,2009,12,-2.45E-16,1,0.67,1.9276
725,2009.9812,33.17,388.0554286,0.401390818,0.915906879,2009,12,-2.45E-16,1,0.67,1.9412
726,2009.9948,31.42,388.1817143,0.404039505,0.914741536,2009,12,-2.45E-16,1,0.67,1.9548
727,2010.0084,28.97,388.308,0.406684808,0.913568534,2010,1,0.5,0.866025404,0.75,1.9684
728,2010.0219,30.82,388.4333571,0.409307293,0.912396591,2010,1,0.5,0.866025404,0.75,1.9819
729,2010.0355,27.27,388.5596429,0.411945789,0.911208355,2010,1,0.5,0.866025404,0.75,1.9955
730,2010.0491,27.12,388.6807349,0.414580835,0.91001249,2010,1,0.5,0.866025404,0.75,2.0091
731,2010.0626,25.37,388.7962169,0.417193073,0.908817881,2010,1,0.5,0.866025404,0.75,2.0226
732,2010.0762,21.62,388.9125542,0.41982118,0.907606841,2010,1,0.5,0.866025404,0.75,2.0362
733,2010.0898,20.77,389.0288916,0.422445771,0.906388201,2010,2,0.866025404,0.5,0.83,2.0498
734,2010.1033,22.52,389.1443735,0.425047566,0.905171015,2010,2,0.866025404,0.5,0.83,2.0633
735,2010.117,24.17,389.2615663,0.427684321,0.903928162,2010,2,0.866025404,0.5,0.83,2.077
736,2010.1305,26.12,389.3531928,0.430279027,0.902695939,2010,2,0.866025404,0.5,0.83,2.0905
737,2010.1441,25.97,389.4105422,0.432889364,0.901447058,2010,2,0.866025404,0.5,0.83,2.1041
738,2010.1576,28.22,389.4674699,0.435476923,0.900199894,2010,2,0.866025404,0.5,0.83,2.1176
739,2010.1712,29.07,389.5248193,0.438080015,0.898935982,2010,3,1,6.12E-17,0.92,2.1312
740,2010.185,26.92,389.583012,0.440717639,0.897645789,2010,3,1,6.12E-17,0.92,2.145
741,2010.1983,22.37,389.6390964,0.443256101,0.896395018,2010,3,1,6.12E-17,0.92,2.1583
742,2010.212,22.12,389.6942857,0.445867196,0.895099125,2010,3,1,6.12E-17,0.92,2.172
743,2010.2255,22.77,389.7425,0.448436467,0.893814709,2010,3,1,6.12E-17,0.92,2.1855
744,2010.2391,22.72,389.7910714,0.451021029,0.892513323,2010,3,1,6.12E-17,0.92,2.1991
745,2010.2527,22.17,389.8396429,0.453601813,0.891204463,2010,4,0.866025404,-0.5,0.85,2.2127
746,2010.2655,21.82,389.8853571,0.456027318,0.889965778,2010,4,0.866025404,-0.5,0.85,2.2255
747,2010.2799,24.57,389.9367857,0.458751966,0.888564366,2010,4,0.866025404,-0.5,0.85,2.2399
748,2010.2935,26.92,389.9794578,0.461321292,0.887233152,2010,4,0.866025404,-0.5,0.85,2.2535
749,2010.307,24.57,389.9745783,0.463867904,0.885904378,2010,4,0.866025404,-0.5,0.85,2.267
750,2010.3205,24.52,389.9696988,0.46641069,0.884568295,2010,4,0.866025404,-0.5,0.85,2.2805
751,2010.3341,21.57,389.9647831,0.46896842,0.883214935,2010,5,0.5,-0.866025404,0.75,2.2941
752,2010.3477,23.22,389.9598675,0.471522222,0.881854179,2010,5,0.5,-0.866025404,0.75,2.3077
753,2010.3612,21.67,389.954988,0.474053342,0.880496126,2010,5,0.5,-0.866025404,0.75,2.3212
754,2010.3748,24.32,389.9500723,0.476599256,0.879120668,2010,5,0.5,-0.866025404,0.75,2.3348
755,2010.3884,25.57,389.798241,0.47914118,0.877737848,2010,5,0.5,-0.866025404,0.75,2.3484
756,2010.4019,22.92,389.6453494,0.481660444,0.876357927,2010,5,0.5,-0.866025404,0.75,2.3619
757,2010.4155,25.47,389.4913253,0.484194352,0.874960473,2010,5,0.5,-0.866025404,0.75,2.3755
758,2010.4277,23.52,389.3531566,0.486463966,0.873700641,2010,6,1.22E-16,-1,0.68,2.3877
759,2010.4427,25.77,389.1832771,0.489249982,0.872143598,2010,6,1.22E-16,-1,0.68,2.4027
760,2010.4562,25.62,389.0303855,0.491753136,0.870734663,2010,6,1.22E-16,-1,0.68,2.4162
761,2010.4698,26.47,388.7768095,0.494270729,0.869308027,2010,6,1.22E-16,-1,0.68,2.4298
762,2010.4833,24.52,388.5100238,0.496765717,0.867884683,2010,6,1.22E-16,-1,0.68,2.4433
763,2010.497,26.57,388.2392857,0.499293478,0.866432931,2010,6,1.22E-16,-1,0.68,2.457
764,2010.5106,23.52,387.9705238,0.501798591,0.864984493,2010,7,-0.5,-0.866025404,0.63,2.4706
765,2010.5242,26.97,387.7017619,0.504299503,0.863528813,2010,7,-0.5,-0.866025404,0.63,2.4842
766,2010.5377,26.32,387.4349762,0.506777849,0.862076685,2010,7,-0.5,-0.866025404,0.63,2.4977
767,2010.5513,28.57,387.224506,0.509270326,0.860606609,2010,7,-0.5,-0.866025404,0.63,2.5113
768,2010.5639,27.12,387.0544819,0.511575727,0.859238195,2010,7,-0.5,-0.866025404,0.63,2.5239
769,2010.5784,27.87,386.8588193,0.514224217,0.857655791,2010,7,-0.5,-0.866025404,0.63,2.5384
770,2010.592,27.82,386.6753012,0.516703869,0.856164185,2010,8,-0.866025404,-0.5,0.67,2.552
771,2010.6055,27.47,386.4931325,0.51916101,0.854676457,2010,8,-0.866025404,-0.5,0.67,2.5655
772,2010.6192,31.92,386.3082651,0.521650174,0.853159479,2010,8,-0.866025404,-0.5,0.67,2.5792
773,2010.6327,29.97,386.2736024,0.524098663,0.851657555,2010,8,-0.866025404,-0.5,0.67,2.5927
774,2010.6463,29.72,386.3506145,0.526560917,0.850137401,2010,8,-0.866025404,-0.5,0.67,2.6063
775,2010.6599,27.57,386.4276265,0.529018762,0.848610128,2010,8,-0.866025404,-0.5,0.67,2.6199
776,2010.6733,29.32,386.503506,0.53143613,0.847098365,2010,9,-1,-1.84E-16,0.64,2.6333
777,2010.687,30.57,386.5810843,0.533903151,0.845545637,2010,9,-1,-1.84E-16,0.64,2.647
778,2010.7006,30.82,386.6580964,0.536347678,0.843997137,2010,9,-1,-1.84E-16,0.64,2.6606
779,2010.7142,31.27,386.8144048,0.538787714,0.84244157,2010,9,-1,-1.84E-16,0.64,2.6742
780,2010.7277,31.52,387.0635119,0.541205347,0.840890464,2010,9,-1,-1.84E-16,0.64,2.6877
781,2010.7414,31.37,387.3163095,0.543654231,0.839309286,2010,9,-1,-1.84E-16,0.64,2.7014
782,2010.7549,31.32,387.5654167,0.546062846,0.837744214,2010,10,-0.866025404,0.5,0.71,2.7149
783,2010.7685,33.17,387.816369,0.548484747,0.83616056,2010,10,-0.866025404,0.5,0.71,2.7285
784,2010.782,34.22,388.0654762,0.550884297,0.834581626,2010,10,-0.866025404,0.5,0.71,2.742
785,2010.7956,36.77,388.3094217,0.553297027,0.832984034,2010,10,-0.866025404,0.5,0.71,2.7556
786,2010.8092,38.32,388.5339036,0.555705123,0.831379466,2010,10,-0.866025404,0.5,0.71,2.7692
787,2010.8228,35.07,388.7583855,0.558108566,0.829767937,2010,10,-0.866025404,0.5,0.71,2.7828
788,2010.8364,37.92,388.9828675,0.560507335,0.828149459,2010,11,-0.5,0.866025404,0.81,2.7964
789,2010.8499,33.87,389.2056988,0.562883825,0.826536024,2010,11,-0.5,0.866025404,0.81,2.8099
790,2010.8635,34.82,389.4301807,0.565273222,0.824903742,2010,11,-0.5,0.866025404,0.81,2.8235
791,2010.8771,34.47,389.6387229,0.567657886,0.823264553,2010,11,-0.5,0.866025404,0.81,2.8371
792,2010.8906,30.02,389.7590843,0.570020315,0.821630599,2010,11,-0.5,0.866025404,0.81,2.8506
793,2010.9043,29.57,389.8812289,0.572412934,0.819965507,2010,11,-0.5,0.866025404,0.81,2.8643
794,2010.9178,27.92,390.0015904,0.574765867,0.818317908,2010,12,-2.45E-16,1,0.46,2.8778
795,2010.9314,29.77,390.1228434,0.577131434,0.816651277,2010,12,-2.45E-16,1,0.46,2.8914
796,2010.9449,29.82,390.2432048,0.579474827,0.814990138,2010,12,-2.45E-16,1,0.46,2.9049
797,2010.9586,28.17,390.3640714,0.58184805,0.813297514,2010,12,-2.45E-16,1,0.46,2.9186
798,2010.9721,30.32,390.4556786,0.58418179,0.811622841,2010,12,-2.45E-16,1,0.46,2.9321
799,2010.9857,29.37,390.5479643,0.586527944,0.809928991,2010,12,-2.45E-16,1,0.46,2.9457
800,2010.9993,29.32,390.64025,0.588869187,0.80822836,2010,12,-2.45E-16,1,0.46,2.9593
801,2011.0129,25.87,390.7325357,0.591205498,0.80652096,2011,1,0.5,0.866025404,0.52,2.9729
802,2011.0264,24.72,390.8241429,0.593519735,0.804819436,2011,1,0.5,0.866025404,0.52,2.9864
803,2011.0399,24.27,390.91575,0.595829075,0.803111271,2011,1,0.5,0.866025404,0.52,2.9999
804,2011.0536,23.02,390.9886988,0.598167601,0.801371026,2011,1,0.5,0.866025404,0.52,3.0136
805,2011.0671,24.97,391.057012,0.600467016,0.799649525,2011,1,0.5,0.866025404,0.52,3.0271
806,2011.0807,24.22,391.1258313,0.602778454,0.797908601,2011,1,0.5,0.866025404,0.52,3.0407
807,2011.0943,22.57,391.1946506,0.605084845,0.796160995,2011,2,0.866025404,0.5,0.48,3.0543
808,2011.1078,21.42,391.2629639,0.607369266,0.794419646,2011,2,0.866025404,0.5,0.48,3.0678
809,2011.1214,20.77,391.3317831,0.609665542,0.792658771,2011,2,0.866025404,0.5,0.48,3.0814
810,2011.135,21.52,391.3885542,0.611956713,0.790891258,2011,2,0.866025404,0.5,0.48,3.095
811,2011.1486,20.97,391.440988,0.614242759,0.789117123,2011,2,0.866025404,0.5,0.48,3.1086
812,2011.1621,21.32,391.4930361,0.616506909,0.787349497,2011,2,0.866025404,0.5,0.48,3.1221
813,2011.1757,21.07,391.5454699,0.618782688,0.78556221,2011,3,1,6.12E-17,0.65,3.1357
814,2011.1892,20.12,391.5975181,0.621036608,0.783781558,2011,3,1,6.12E-17,0.65,3.1492
815,2011.2029,20.97,391.6503373,0.623318681,0.781967916,2011,3,1,6.12E-17,0.65,3.1629
816,2011.2164,18.62,391.708,0.625562259,0.78017425,2011,3,1,6.12E-17,0.65,3.1764
817,2011.23,18.27,391.7695238,0.627817236,0.778360789,2011,3,1,6.12E-17,0.65,3.19
818,2011.2436,19.12,391.8310476,0.630066957,0.77654081,2011,3,1,6.12E-17,0.65,3.2036
819,2011.2571,19.97,391.892119,0.632294917,0.774727783,2011,4,0.866025404,-0.5,0.64,3.2171
820,2011.2705,14.22,391.9527381,0.634501215,0.772921864,2011,4,0.866025404,-0.5,0.64,3.2305
821,2011.2843,19.87,392.0151667,0.636767981,0.77105547,2011,4,0.866025404,-0.5,0.64,3.2443
822,2011.2979,18.32,392.0514217,0.638996525,0.769209621,2011,4,0.866025404,-0.5,0.64,3.2579
823,2011.3115,19.07,392.0546988,0.641219718,0.767357331,2011,4,0.866025404,-0.5,0.64,3.2715
824,2011.325,17.42,392.0579518,0.643421253,0.765512306,2011,4,0.866025404,-0.5,0.64,3.285
825,2011.3386,16.27,392.0612289,0.645633729,0.763647228,2011,5,0.5,-0.866025404,0.53,3.2986
826,2011.3521,17.42,392.0644819,0.647824589,0.761789539,2011,5,0.5,-0.866025404,0.53,3.3121
827,2011.3657,19.57,392.067759,0.650026273,0.759911734,2011,5,0.5,-0.866025404,0.53,3.3257
828,2011.3793,16.82,392.0213012,0.652222515,0.758027566,2011,5,0.5,-0.866025404,0.53,3.3393
829,2011.3929,20.37,391.8672771,0.654413294,0.756137051,2011,5,0.5,-0.866025404,0.53,3.3529
830,2011.4064,19.82,391.7143855,0.656582546,0.754254175,2011,5,0.5,-0.866025404,0.53,3.3664
831,2011.42,20.47,391.5603614,0.658762389,0.752351059,2011,6,1.22E-16,-1,0.62,3.38
832,2011.4336,20.62,391.4063373,0.660936715,0.750441643,2011,6,1.22E-16,-1,0.62,3.3936
833,2011.4471,21.37,391.2534458,0.66308958,0.748540052,2011,6,1.22E-16,-1,0.62,3.4071
834,2011.4607,21.32,391.0676429,0.66525286,0.74661813,2011,6,1.22E-16,-1,0.62,3.4207
835,2011.4743,23.97,390.7535476,0.66741057,0.744689956,2011,6,1.22E-16,-1,0.62,3.4343
836,2011.4879,21.92,390.4394524,0.669562691,0.742755547,2011,6,1.22E-16,-1,0.62,3.4479
837,2011.5014,22.67,390.1276667,0.671693443,0.74082921,2011,7,-0.5,-0.866025404,0.7,3.4614
838,2011.5151,20.72,389.8112619,0.673850095,0.738868086,2011,7,-0.5,-0.866025404,0.7,3.4751
839,2011.5286,22.67,389.4994762,0.675969663,0.73692945,2011,7,-0.5,-0.866025404,0.7,3.4886
840,2011.5422,19.52,389.1867952,0.678099291,0.734970306,2011,7,-0.5,-0.866025404,0.7,3.5022
841,2011.5558,22.77,388.9688675,0.680223242,0.733005008,2011,7,-0.5,-0.866025404,0.7,3.5158
842,2011.5693,22.62,388.7525422,0.682325942,0.731048089,2011,7,-0.5,-0.866025404,0.7,3.5293
843,2011.583,24.97,388.533012,0.684454037,0.729056013,2011,7,-0.5,-0.866025404,0.7,3.543
844,2011.5965,25.62,388.3166867,0.686545377,0.727086959,2011,8,-0.866025404,-0.5,0.75,3.5565
845,2011.61,28.87,388.1003614,0.688631052,0.725111905,2011,8,-0.866025404,-0.5,0.75,3.57
846,2011.6236,26.12,387.8824337,0.690726431,0.723116172,2011,8,-0.866025404,-0.5,0.75,3.5836
847,2011.6372,30.67,387.9187952,0.692816026,0.721114384,2011,8,-0.866025404,-0.5,0.75,3.5972
848,2011.6508,31.52,387.9843373,0.69489982,0.719106557,2011,8,-0.866025404,-0.5,0.75,3.6108
849,2011.6644,31.57,388.0498795,0.696977795,0.717092709,2011,8,-0.866025404,-0.5,0.75,3.6244
850,2011.6778,31.12,388.1144578,0.699019503,0.715102604,2011,9,-1,-1.84E-16,0.56,3.6378
851,2011.6916,31.27,388.1809639,0.701116219,0.713047016,2011,9,-1,-1.84E-16,0.56,3.6516
852,2011.7051,27.82,388.2460241,0.703161505,0.711030167,2011,9,-1,-1.84E-16,0.56,3.6651
853,2011.7187,31.97,388.4599881,0.705216075,0.708992446,2011,9,-1,-1.84E-16,0.56,3.6787
854,2011.7319,32.52,388.7067024,0.707204569,0.70700898,2011,9,-1,-1.84E-16,0.56,3.6919
855,2011.7459,35.17,388.968369,0.709307482,0.70489921,2011,9,-1,-1.84E-16,0.56,3.7059
856,2011.7591,35.42,389.2150833,0.711284464,0.702904269,2011,10,-0.866025404,0.5,0.66,3.7191
857,2011.773,38.07,389.474881,0.71336022,0.700797543,2011,10,-0.866025404,0.5,0.66,3.733
858,2011.7867,37.92,389.7309405,0.715400004,0.698715131,2011,10,-0.866025404,0.5,0.66,3.7467
859,2011.8002,39.57,389.9653494,0.717404063,0.696657312,2011,10,-0.866025404,0.5,0.66,3.7602
860,2011.8137,34.32,390.1881807,0.719402204,0.694593744,2011,10,-0.866025404,0.5,0.66,3.7737
861,2011.8273,35.17,390.4126627,0.721409143,0.692509096,2011,10,-0.866025404,0.5,0.66,3.7873
862,2011.8408,34.62,390.635494,0.723395352,0.690434041,2011,11,-0.5,0.866025404,0.59,3.8008
863,2011.8544,34.27,390.8599759,0.725390238,0.688337855,2011,11,-0.5,0.866025404,0.59,3.8144
864,2011.868,30.32,391.0844578,0.727379049,0.686235906,2011,11,-0.5,0.866025404,0.59,3.828
865,2011.8816,34.47,391.2667952,0.729361771,0.68412821,2011,11,-0.5,0.866025404,0.59,3.8416
