,year,SeaLevel,average,moon_phase_sin,moon_phase_cos,actual_year,month,month_sin,month_cos,Temperature,moon_phase
358,2002.9226,20.18,373.8462892,-0.886091833,0.463509723,2002,12,-2.45E-16,1,0.44,24.4126
359,2002.9227,15.92,373.8474578,-0.886081971,0.463528577,2002,12,-2.45E-16,1,0.44,24.4127
360,2002.9498,17.2,374.1641687,-0.883394481,0.468630122,2002,12,-2.45E-16,1,0.44,24.4398
361,2002.977,11.52,374.4138095,-0.880667541,0.473734823,2002,12,-2.45E-16,1,0.44,24.467
362,2002.9771,11.48,374.414619,-0.880657461,0.473753562,2002,12,-2.45E-16,1,0.44,24.4671
363,2003.0041,9.62,374.6331905,-0.877921291,0.478804978,2003,1,0.5,0.866025404,0.74,24.4941
364,2003.0042,13.28,374.634,-0.877911103,0.478823658,2003,1,0.5,0.866025404,0.74,24.4942
365,2003.0312,10.48,374.8525714,-0.875145851,0.483859214,2003,1,0.5,0.866025404,0.74,24.5212
366,2003.0313,8.62,374.853381,-0.875135556,0.483877835,2003,1,0.5,0.866025404,0.74,24.5213
367,2003.0584,13.15,375.0466988,-0.872330912,0.488915923,2003,1,0.5,0.866025404,0.74,24.5484
368,2003.0856,12.05,375.2236627,-0.869486755,0.493956256,2003,2,0.866025404,0.5,0.58,24.5756
369,2003.1127,14.35,375.3999759,-0.866624092,0.498961605,2003,2,0.866025404,0.5,0.58,24.6027
370,2003.1398,6.08,375.5584578,-0.863732615,0.503950364,2003,2,0.866025404,0.5,0.58,24.6298
371,2003.1399,7.22,375.558988,-0.863721892,0.503968742,2003,2,0.866025404,0.5,0.58,24.6299
372,2003.167,8.48,375.7026506,-0.860801592,0.508940684,2003,3,1,6.12E-17,0.6,24.657
373,2003.1671,4.42,375.7031807,-0.860790763,0.508958999,2003,3,1,6.12E-17,0.6,24.6571
374,2003.1942,6.52,375.8468434,-0.857841737,0.513913957,2003,3,1,6.12E-17,0.6,24.6842
375,2003.1943,6.98,375.8473735,-0.857830802,0.513932209,2003,3,1,6.12E-17,0.6,24.6843
376,2003.2211,7.28,375.9948571,-0.854886267,0.518815449,2003,3,1,6.12E-17,0.6,24.7111
377,2003.2213,7.02,375.996,-0.854864189,0.518851828,2003,3,1,6.12E-17,0.6,24.7113
378,2003.2484,8.28,376.1508571,-0.851858218,0.523772447,2003,3,1,6.12E-17,0.6,24.7384
379,2003.2485,5.82,376.1514286,-0.851847073,0.523790573,2003,3,1,6.12E-17,0.6,24.7385
380,2003.2756,7.68,376.3062857,-0.848812675,0.528693713,2003,4,0.866025404,-0.5,0.55,24.7656
381,2003.2799,6.52,376.3308571,-0.848328606,0.529470091,2003,4,0.866025404,-0.5,0.55,24.7699
382,2003.3028,3.52,376.4195181,-0.845738702,0.533597271,2003,4,0.866025404,-0.5,0.55,24.7928
383,2003.3029,5.38,376.4196988,-0.845727349,0.533615266,2003,4,0.866025404,-0.5,0.55,24.7929
384,2003.3299,5.88,376.468494,-0.842647859,0.538465027,2003,4,0.866025404,-0.5,0.55,24.8199
385,2003.33,4.22,376.4686747,-0.842636402,0.538482956,2003,4,0.866025404,-0.5,0.55,24.82
386,2003.357,6.6,376.5174699,-0.839529,0.54331488,2003,5,0.5,-0.866025404,0.6,24.847
387,2003.3842,6.7,376.458,-0.836370564,0.548164464,2003,5,0.5,-0.866025404,0.6,24.8742
388,2003.4113,6.22,376.187,-0.83319588,0.55297796,2003,5,0.5,-0.866025404,0.6,24.9013
389,2003.4114,5.88,376.186,-0.833184114,0.552995688,2003,5,0.5,-0.866025404,0.6,24.9014
390,2003.4385,4.6,375.915,-0.829981627,0.557790731,2003,6,1.22E-16,-1,0.48,24.9285
391,2003.4656,4.22,375.5797619,-0.826751543,0.562567228,2003,6,1.22E-16,-1,0.48,24.9556
392,2003.4657,6.78,375.5779167,-0.826739573,0.562584819,2003,6,1.22E-16,-1,0.48,24.9557
393,2003.4928,3.65,375.0778571,-0.823481901,0.567342542,2003,6,1.22E-16,-1,0.48,24.9828
394,2003.5199,3.42,374.5777976,-0.820196848,0.572081401,2003,7,-0.5,-0.866025404,0.58,25.0099
395,2003.547,7.88,374.0959036,-0.816884526,0.57680124,2003,7,-0.5,-0.866025404,0.58,25.037
396,2003.5471,8.52,374.0944217,-0.816872253,0.576818621,2003,7,-0.5,-0.866025404,0.58,25.0371
397,2003.5742,7.62,373.6928193,-0.813532671,0.581519212,2003,7,-0.5,-0.866025404,0.58,25.0642
398,2003.5819,6.68,373.5787108,-0.812578846,0.582851283,2003,7,-0.5,-0.866025404,0.58,25.0719
399,2003.6014,10.5,373.2897349,-0.810153567,0.586217705,2003,8,-0.866025404,-0.5,0.65,25.0914
400,2003.6285,8.82,372.9471687,-0.8067599,0.590879399,2003,8,-0.866025404,-0.5,0.65,25.1185
401,2003.6286,9.58,372.9473735,-0.806747327,0.590896564,2003,8,-0.866025404,-0.5,0.65,25.1186
402,2003.6556,12.08,373.0026747,-0.80333941,0.595521446,2003,8,-0.866025404,-0.5,0.65,25.1456
403,2003.6557,13.22,373.0028795,-0.803326738,0.595538539,2003,8,-0.866025404,-0.5,0.65,25.1457
404,2003.6827,14.28,373.0581807,-0.79989221,0.600143694,2003,9,-1,-1.84E-16,0.62,25.1727
405,2003.6829,15.82,373.0585904,-0.79986667,0.600177732,2003,9,-1,-1.84E-16,0.62,25.1729
406,2003.71,15.4,373.1404762,-0.796392679,0.604779878,2003,9,-1,-1.84E-16,0.62,25.2
407,2003.7371,18.42,373.5534286,-0.792892209,0.609361916,2003,9,-1,-1.84E-16,0.62,25.2271
408,2003.7372,16.48,373.5549524,-0.792879244,0.609378786,2003,9,-1,-1.84E-16,0.62,25.2272
409,2003.7642,20.78,373.966381,-0.789365377,0.613923693,2003,10,-0.866025404,0.5,0.73,25.2542
410,2003.7643,21.32,373.9679048,-0.789352314,0.613940489,2003,10,-0.866025404,0.5,0.73,25.2543
411,2003.7914,20.2,374.3808571,-0.78579914,0.618481779,2003,10,-0.866025404,0.5,0.73,25.2814
412,2003.8186,20.02,374.8002169,-0.782206584,0.623019149,2003,10,-0.866025404,0.5,0.73,25.3086
413,2003.8187,21.38,374.801759,-0.782193328,0.623035792,2003,10,-0.866025404,0.5,0.73,25.3087
414,2003.8457,19.65,375.2181446,-0.77860118,0.627519085,2003,11,-0.5,0.866025404,0.53,25.3357
415,2003.8708,17.82,375.6052289,-0.775238764,0.631668314,2003,11,-0.5,0.866025404,0.53,25.3608
416,2003.8728,17.08,375.6360723,-0.77496989,0.631998157,2003,11,-0.5,0.866025404,0.53,25.3628
417,2003.9112,14.22,376.0450843,-0.769780351,0.638308868,2003,11,-0.5,0.866025404,0.53,25.4012
418,2003.9117,16.68,376.0502651,-0.769712439,0.638390759,2003,11,-0.5,0.866025404,0.53,25.4017
419,2003.921,17.68,376.1466265,-0.768447693,0.639912606,2003,12,-2.45E-16,1,0.75,25.411
420,2003.9272,17.92,376.2108675,-0.767602856,0.640925779,2003,12,-2.45E-16,1,0.75,25.4172
421,2003.9543,18.1,376.4916627,-0.763894444,0.645341211,2003,12,-2.45E-16,1,0.75,25.4443
422,2003.9813,16.18,376.718619,-0.760174457,0.649719012,2003,12,-2.45E-16,1,0.75,25.4713
423,2003.9815,12.72,376.7202381,-0.760146808,0.64975136,2003,12,-2.45E-16,1,0.75,25.4715
424,2004.0086,11.6,376.939619,-0.75638763,0.654123652,2004,1,0.5,0.866025404,0.58,25.4986
425,2004.0358,11.58,377.1598095,-0.752589293,0.65849021,2004,1,0.5,0.866025404,0.58,25.5258
426,2004.0359,15.02,377.160619,-0.752575282,0.658506222,2004,1,0.5,0.866025404,0.58,25.5259
427,2004.0628,11.9,377.3403133,-0.748793954,0.662802847,2004,1,0.5,0.866025404,0.58,25.5528
428,2004.0898,9.78,377.5094699,-0.744973903,0.66709361,2004,2,0.866025404,0.5,0.72,25.5798
429,2004.0901,10.42,377.5113494,-0.74493132,0.667141161,2004,2,0.866025404,0.5,0.72,25.5801
430,2004.1135,4.42,377.6579518,-0.74160048,0.670841806,2004,2,0.866025404,0.5,0.72,25.6035
431,2004.1173,8.58,377.681759,-0.741057837,0.671441198,2004,2,0.866025404,0.5,0.72,25.6073
432,2004.1444,4.18,377.830506,-0.73717391,0.675703061,2004,2,0.866025404,0.5,0.72,25.6344
433,2004.1489,8.72,377.8538193,-0.736526601,0.676408579,2004,2,0.866025404,0.5,0.72,25.6389
434,2004.1715,8.7,377.9709036,-0.733265473,0.679942457,2004,3,1,6.12E-17,0.63,25.6615
435,2004.1986,6.8,378.1113012,-0.729332657,0.684159247,2004,3,1,6.12E-17,0.63,25.6886
436,2004.2258,7.08,378.2278095,-0.725360945,0.688368723,2004,3,1,6.12E-17,0.63,25.7158
437,2004.2259,8.02,378.2281905,-0.725346298,0.688384157,2004,3,1,6.12E-17,0.63,25.7159
438,2004.2513,10.02,378.3249524,-0.721615397,0.69229417,2004,4,0.866025404,-0.5,0.61,25.7413
439,2004.2531,10.68,378.3318095,-0.721350202,0.692570492,2004,4,0.866025404,-0.5,0.61,25.7431
440,2004.2801,7.2,378.4346667,-0.717359593,0.696703103,2004,4,0.866025404,-0.5,0.61,25.7701
441,2004.3073,10.32,378.465253,-0.713315485,0.700843077,2004,4,0.866025404,-0.5,0.61,25.7973
442,2004.3075,10.08,378.4650602,-0.713285661,0.700873431,2004,4,0.866025404,-0.5,0.61,25.7975
443,2004.3344,5.2,378.4391325,-0.709262485,0.704944485,2004,5,0.5,-0.866025404,0.37,25.8244
444,2004.3615,7.35,378.413012,-0.705185903,0.709022455,2004,5,0.5,-0.866025404,0.37,25.8515
445,2004.3884,7.88,378.2563133,-0.701116219,0.713047016,2004,5,0.5,-0.866025404,0.37,25.8784
446,2004.3886,4.92,378.2541687,-0.701085875,0.713076851,2004,5,0.5,-0.866025404,0.37,25.8786
447,2004.4158,8.72,377.962506,-0.696947279,0.717122368,2004,5,0.5,-0.866025404,0.37,25.9058
448,2004.4429,8.32,377.6719157,-0.692800682,0.721129125,2004,6,1.22E-16,-1,0.44,25.9329
449,2004.4702,7.02,377.284881,-0.688600194,0.725141209,2004,6,1.22E-16,-1,0.44,25.9602
450,2004.4703,10.38,377.2830357,-0.688584765,0.72515586,2004,6,1.22E-16,-1,0.44,25.9603
451,2004.4971,8.88,376.7885119,-0.684438525,0.729070577,2004,6,1.22E-16,-1,0.44,25.9871
452,2004.4973,11.22,376.7848214,-0.684407499,0.729099702,2004,6,1.22E-16,-1,0.44,25.9873
453,2004.5224,9.68,376.3216667,-0.680503927,0.732744434,2004,7,-0.5,-0.866025404,0.26,26.0124
454,2004.5244,11.02,376.2847619,-0.680192049,0.733033954,2004,7,-0.5,-0.866025404,0.26,26.0144
455,2004.5516,9.92,375.7899759,-0.675938302,0.736958215,2004,7,-0.5,-0.866025404,0.26,26.0416
456,2004.5522,8.18,375.7793494,-0.675844214,0.737044502,2004,7,-0.5,-0.866025404,0.26,26.0422
457,2004.577,5.18,375.3401205,-0.671945609,0.740600498,2004,7,-0.5,-0.866025404,0.26,26.067
458,2004.5787,8.12,375.310012,-0.67167768,0.740843502,2004,7,-0.5,-0.866025404,0.26,26.0687
459,2004.6059,8.68,374.8282771,-0.667378879,0.744718357,2004,8,-0.866025404,-0.5,0.46,26.0959
460,2004.606,10.72,374.826506,-0.667363033,0.744732557,2004,8,-0.866025404,-0.5,0.46,26.096
461,2004.633,14.72,374.4803614,-0.663073653,0.74855416,2004,8,-0.866025404,-0.5,0.46,26.123
462,2004.6331,12.78,374.480241,-0.663057726,0.748568269,2004,8,-0.866025404,-0.5,0.46,26.1231
463,2004.6601,15.72,374.4477108,-0.65874638,0.752365075,2004,8,-0.866025404,-0.5,0.46,26.1501
464,2004.6602,14.18,374.4475904,-0.658730372,0.752379091,2004,8,-0.866025404,-0.5,0.46,26.1502
465,2004.687,15.48,374.4153012,-0.654429383,0.756123127,2004,9,-1,-1.84E-16,0.5,26.177
466,2004.6873,19.02,374.4149398,-0.654381117,0.756164899,2004,9,-1,-1.84E-16,0.5,26.1773
467,2004.7143,19.88,374.4905,-0.650026273,0.759911734,2004,9,-1,-1.84E-16,0.5,26.2043
468,2004.7145,22.62,374.4936905,-0.649993935,0.759939395,2004,9,-1,-1.84E-16,0.5,26.2045
469,2004.7416,18.1,374.926,-0.645601231,0.763674702,2004,9,-1,-1.84E-16,0.5,26.2316
470,2004.7685,22.48,375.355119,-0.641219718,0.767357331,2004,10,-0.866025404,0.5,0.61,26.2585
471,2004.7687,21.22,375.3583095,-0.641187063,0.767384617,2004,10,-0.866025404,0.5,0.61,26.2587
472,2004.7959,23.32,375.7990723,-0.636735169,0.771082567,2004,10,-0.866025404,0.5,0.61,26.2859
473,2004.796,21.18,375.8008434,-0.636718762,0.771096115,2004,10,-0.866025404,0.5,0.61,26.286
474,2004.8231,19.58,376.2808072,-0.632261948,0.774754689,2004,10,-0.866025404,0.5,0.61,26.3131
475,2004.8232,21.92,376.2825783,-0.632245464,0.774768142,2004,10,-0.866025404,0.5,0.61,26.3132
476,2004.8502,21.35,376.7607711,-0.627784113,0.778387505,2004,11,-0.5,0.866025404,0.72,26.3402
477,2004.8774,21.2,377.2280482,-0.623268766,0.782007702,2004,11,-0.5,0.866025404,0.72,26.3674
478,2004.9044,15.72,377.5435904,-0.618765973,0.785575376,2004,11,-0.5,0.866025404,0.72,26.3944
479,2004.9045,15.88,377.544759,-0.618749258,0.785588541,2004,11,-0.5,0.866025404,0.72,26.3945
480,2004.9317,19,377.8626386,-0.614192387,0.789156329,2004,12,-2.45E-16,1,0.51,26.4217
481,2004.9542,18.78,378.1255904,-0.610407363,0.792087654,2004,12,-2.45E-16,1,0.51,26.4442
482,2004.959,18.32,378.1766667,-0.609598077,0.792710656,2004,12,-2.45E-16,1,0.51,26.449
483,2004.9859,19.38,378.356,-0.605050964,0.796186744,2004,12,-2.45E-16,1,0.51,26.4759
484,2004.986,23.12,378.3566667,-0.605034023,0.796199617,2004,12,-2.45E-16,1,0.51,26.476
485,2005.013,11.78,378.5366667,-0.600450001,0.799662301,2005,1,0.5,0.866025404,0.74,26.503
486,2005.0131,17.02,378.5373333,-0.600432987,0.799675077,2005,1,0.5,0.866025404,0.74,26.5031
487,2005.0401,12.98,378.7173333,-0.595829075,0.803111271,2005,1,0.5,0.866025404,0.74,26.5301
488,2005.0402,15.32,378.718,-0.595811986,0.803123949,2005,1,0.5,0.866025404,0.74,26.5302
489,2005.0674,15.28,378.895253,-0.591154015,0.806558696,2005,1,0.5,0.866025404,0.74,26.5574
490,2005.0675,15.92,378.8959036,-0.591136854,0.806571274,2005,1,0.5,0.866025404,0.74,26.5575
491,2005.0945,13.8,379.0715663,-0.586493477,0.80995395,2005,2,0.866025404,0.5,0.6,26.5845
492,2005.1217,11.8,379.2485301,-0.581796134,0.813334653,2005,2,0.866025404,0.5,0.6,26.6117
493,2005.1488,8.58,379.4420482,-0.577096681,0.816675836,2005,2,0.866025404,0.5,0.6,26.6388
494,2005.1491,13.22,379.4442169,-0.57704455,0.816712671,2005,2,0.866025404,0.5,0.6,26.6391
495,2005.1759,13.95,379.6379518,-0.572378041,0.819989865,2005,3,1,6.12E-17,0.74,26.6659
496,2005.2031,14.32,379.8345783,-0.567622852,0.823288709,2005,3,1,6.12E-17,0.74,26.6931
497,2005.2033,9.98,379.8360241,-0.567587817,0.823312863,2005,3,1,6.12E-17,0.74,26.6933
498,2005.2301,8.82,379.9883929,-0.562883825,0.826536024,2005,3,1,6.12E-17,0.74,26.7201
499,2005.2304,8.98,379.99,-0.562831065,0.826571953,2005,3,1,6.12E-17,0.74,26.7204
500,2005.2574,8.4,380.1346429,-0.558073255,0.829791686,2005,4,0.866025404,-0.5,0.67,26.7474
501,2005.2844,14.22,380.2792857,-0.553297027,0.832984034,2005,4,0.866025404,-0.5,0.67,26.7744
502,2005.2847,9.88,380.2808929,-0.553243855,0.83301935,2005,4,0.866025404,-0.5,0.67,26.7747
503,2005.3106,4.68,380.3424096,-0.548644858,0.836055512,2005,4,0.866025404,-0.5,0.67,26.8006
504,2005.3117,11.32,380.3437349,-0.548449164,0.8361839,2005,4,0.866025404,-0.5,0.67,26.8017
505,2005.3389,12.72,380.376506,-0.543600655,0.839343987,2005,5,0.5,-0.866025404,0.63,26.8289
506,2005.3395,9.08,380.3772289,-0.543493497,0.839413378,2005,5,0.5,-0.866025404,0.63,26.8295
507,2005.366,11.7,380.4091566,-0.538751864,0.842464497,2005,5,0.5,-0.866025404,0.63,26.856
508,2005.3933,10.7,380.2392048,-0.533849178,0.845579716,2005,5,0.5,-0.866025404,0.63,26.8833
509,2005.4201,6.58,379.9744337,-0.529018762,0.848610128,2005,6,1.22E-16,-1,0.65,26.9101
510,2005.4203,11.52,379.9724578,-0.52898265,0.848632639,2005,6,1.22E-16,-1,0.65,26.9103
511,2005.4474,12.92,379.7047229,-0.524080542,0.851668706,2005,6,1.22E-16,-1,0.65,26.9374
512,2005.4475,7.28,379.7037349,-0.524062421,0.851679857,2005,6,1.22E-16,-1,0.65,26.9375
513,2005.4744,7.38,379.2759048,-0.519179195,0.85466541,2005,6,1.22E-16,-1,0.65,26.9644
514,2005.4746,13.42,379.2719524,-0.519142825,0.854687503,2005,6,1.22E-16,-1,0.65,26.9646
515,2005.5017,12.82,378.7364048,-0.514205968,0.857666732,2005,7,-0.5,-0.866025404,0.61,26.9917
516,2005.5018,7.78,378.7344286,-0.514187719,0.857677672,2005,7,-0.5,-0.866025404,0.61,26.9918
517,2005.5289,15.82,378.198881,-0.509233703,0.86062828,2005,7,-0.5,-0.866025404,0.61,27.0189
518,2005.5291,10.68,378.1949286,-0.509197079,0.860649949,2005,7,-0.5,-0.866025404,0.61,27.0191
519,2005.556,12.92,377.7359036,-0.504262756,0.863550273,2005,7,-0.5,-0.866025404,0.61,27.046
520,2005.5561,12.08,377.7344458,-0.504244381,0.863561002,2005,7,-0.5,-0.866025404,0.61,27.0461
521,2005.5831,12.18,377.3408313,-0.499275042,0.866443554,2005,7,-0.5,-0.866025404,0.61,27.0731
522,2005.5833,15.72,377.3379157,-0.499238171,0.8664648,2005,7,-0.5,-0.866025404,0.61,27.0733
523,2005.6102,12.18,376.945759,-0.494270729,0.869308027,2005,8,-0.866025404,-0.5,0.6,27.1002
524,2005.6103,14.92,376.9443012,-0.494252232,0.869318544,2005,8,-0.866025404,-0.5,0.6,27.1003
525,2005.6376,16.1,376.7345542,-0.48919431,0.872174826,2005,8,-0.866025404,-0.5,0.6,27.1276
526,2005.6647,17.5,376.7443494,-0.484157118,0.874981077,2005,8,-0.866025404,-0.5,0.6,27.1547
527,2005.6918,22.35,376.7541446,-0.479103827,0.877758237,2005,9,-1,-1.84E-16,0.71,27.1818
528,2005.7137,23.42,376.8488929,-0.475008526,0.879981193,2005,9,-1,-1.84E-16,0.71,27.2037
529,2005.7191,22.78,376.9331071,-0.473997138,0.880526384,2005,9,-1,-1.84E-16,0.71,27.2091
530,2005.7462,21.18,377.3557381,-0.468912041,0.883244868,2005,9,-1,-1.84E-16,0.71,27.2362
531,2005.7511,24.42,377.4321548,-0.467990927,0.88373327,2005,10,-0.866025404,0.5,0.75,27.2411
532,2005.7734,25.72,377.7799286,-0.463792504,0.885943854,2005,10,-0.866025404,0.5,0.75,27.2634
533,2005.8004,25.02,378.217759,-0.458695247,0.888593648,2005,10,-0.866025404,0.5,0.75,27.2904
534,2005.8275,26.02,378.6944578,-0.453563888,0.891223765,2005,10,-0.866025404,0.5,0.75,27.3175
535,2005.8547,28.82,379.1729157,-0.448398431,0.893833792,2005,11,-0.5,0.866025404,0.73,27.3447
536,2005.8819,27.52,379.6131325,-0.443217955,0.89641388,2005,11,-0.5,0.866025404,0.73,27.3719
537,2005.9091,25.32,379.9408434,-0.438022634,0.898963944,2005,11,-0.5,0.866025404,0.73,27.3991
538,2005.9362,24.92,380.2673494,-0.432831822,0.901474688,2005,12,-2.45E-16,1,0.68,27.4262
539,2005.9633,24.82,380.5804762,-0.42762662,0.90395546,2005,12,-2.45E-16,1,0.68,27.4533
540,2005.9906,24.32,380.8404762,-0.422368628,0.906424151,2005,12,-2.45E-16,1,0.68,27.4806
541,2006.0176,21.12,381.097619,-0.417154398,0.908835633,2006,1,0.5,0.866025404,0.56,27.5076
542,2006.0447,15.02,381.3501687,-0.411907012,0.911225885,2006,1,0.5,0.866025404,0.56,27.5347
543,2006.0719,16.62,381.5533494,-0.406626493,0.913594492,2006,1,0.5,0.866025404,0.56,27.5619
544,2006.0991,16.52,381.7565301,-0.401332353,0.915932499,2006,2,0.866025404,0.5,0.73,27.5891
545,2006.1262,14.22,381.9556386,-0.396044309,0.918231401,2006,2,0.866025404,0.5,0.73,27.6162
546,2006.1535,13.82,382.0839157,-0.390703926,0.9205164,2006,2,0.866025404,0.5,0.73,27.6435
547,2006.1804,14.52,382.2103133,-0.385428894,0.92273754,2006,3,1,6.12E-17,0.63,27.6704
548,2006.2076,9.82,382.3381205,-0.380082195,0.924952715,2006,3,1,6.12E-17,0.63,27.6976
549,2006.2348,13.32,382.4452857,-0.374722766,0.927136909,2006,3,1,6.12E-17,0.63,27.7248
550,2006.2619,11.72,382.55175,-0.369370559,0.929282191,2006,4,0.866025404,-0.5,0.47,27.7519
551,2006.289,11.82,382.6582143,-0.36400607,0.931396576,2006,4,0.866025404,-0.5,0.47,27.779
552,2006.3163,11.62,382.6582892,-0.358589755,0.933495253,2006,4,0.866025404,-0.5,0.47,27.8063
553,2006.3434,11.72,382.6452289,-0.353201153,0.935547404,2006,5,0.5,-0.866025404,0.48,27.8334
554,2006.3705,15.32,382.6321687,-0.347800807,0.93756845,2006,5,0.5,-0.866025404,0.48,27.8605
555,2006.3975,15.22,382.3941566,-0.342408889,0.939551038,2006,5,0.5,-0.866025404,0.48,27.8875
556,2006.4248,14.92,382.108,-0.336945571,0.941524127,2006,6,1.22E-16,-1,0.66,27.9148
557,2006.4519,14.02,381.8239398,-0.331511033,0.943451342,2006,6,1.22E-16,-1,0.66,27.9419
558,2006.4791,13.92,381.3354881,-0.326045358,0.945354126,2006,6,1.22E-16,-1,0.66,27.9691
559,2006.5064,16.02,380.7862381,-0.320548609,0.947232067,2006,7,-0.5,-0.866025404,0.54,27.9964
560,2006.5334,16.02,380.2430238,-0.315101624,0.949057936,2006,7,-0.5,-0.866025404,0.54,28.0234
561,2006.5605,16.42,379.7156024,-0.309624009,0.950859071,2006,7,-0.5,-0.866025404,0.54,28.0505
562,2006.5877,15.82,379.1945422,-0.304115829,0.952635063,2006,8,-0.866025404,-0.5,0.7,28.0777
563,2006.6148,14.82,378.6753976,-0.29861777,0.954372793,2006,8,-0.866025404,-0.5,0.7,28.1048
564,2006.642,18.92,378.5107229,-0.29308944,0.956085028,2006,8,-0.866025404,-0.5,0.7,28.132
565,2006.6691,23.32,378.5596988,-0.287571671,0.957759121,2006,9,-1,-1.84E-16,0.65,28.1591
566,2006.6963,24.82,378.6088554,-0.282023928,0.959407371,2006,9,-1,-1.84E-16,0.65,28.1863
567,2006.7235,26.62,378.8975595,-0.276466738,0.961023487,2006,9,-1,-1.84E-16,0.65,28.2135
568,2006.7507,26.92,379.3670833,-0.270900288,0.962607414,2006,10,-0.866025404,0.5,0.7,28.2407
569,2006.7777,28.72,379.8331548,-0.265365794,0.964147808,2006,10,-0.866025404,0.5,0.7,28.2677
570,2006.8049,28.62,380.2913735,-0.259781449,0.965667437,2006,10,-0.866025404,0.5,0.7,28.2949
571,2006.8244,28.12,380.6108916,-0.2557726,0.966736974,2006,10,-0.866025404,0.5,0.7,28.3144
572,2006.8894,25.52,381.6048193,-0.242378359,0.970181803,2006,11,-0.5,0.866025404,0.74,28.3794
573,2006.9135,23.82,381.8806627,-0.237400268,0.971411917,2006,11,-0.5,0.866025404,0.74,28.4035
574,2006.9403,27.02,382.1874096,-0.231857142,0.972749848,2006,12,-2.45E-16,1,0.79,28.4303
575,2006.9679,24.52,382.4654286,-0.22614067,0.974094655,2006,12,-2.45E-16,1,0.79,28.4579
576,2006.9949,22.22,382.6711429,-0.220540923,0.975377722,2006,12,-2.45E-16,1,0.79,28.4849
577,2007.022,18.02,382.877619,-0.214913116,0.976633172,2007,1,0.5,0.866025404,1.02,28.512
578,2007.0492,15.72,383.0751084,-0.209257358,0.977860603,2007,1,0.5,0.866025404,1.02,28.5392
579,2007.0765,17.52,383.2461446,-0.203573759,0.979059612,2007,1,0.5,0.866025404,1.02,28.5665
580,2007.1035,15.72,383.4153012,-0.197945861,0.980212955,2007,2,0.866025404,0.5,0.7,28.5935
581,2007.1303,13.52,383.580012,-0.19235319,0.981325762,2007,2,0.866025404,0.5,0.7,28.6203
582,2007.1578,15.12,383.7357349,-0.186607941,0.982434464,2007,2,0.866025404,0.5,0.7,28.6478
583,2007.1849,13.02,383.8891928,-0.180940009,0.983494135,2007,3,1,6.12E-17,0.71,28.6749
584,2007.2121,14.62,384.0326905,-0.175245113,0.984524835,2007,3,1,6.12E-17,0.71,28.7021
585,2007.2392,14.92,384.1165714,-0.169565316,0.985518951,2007,3,1,6.12E-17,0.71,28.7292
586,2007.2661,17.72,384.1998333,-0.16392186,0.986473326,2007,4,0.866025404,-0.5,0.76,28.7561
587,2007.2935,17.02,384.2772892,-0.158167988,0.987412218,2007,4,0.866025404,-0.5,0.76,28.7835
588,2007.3207,16.22,384.2281325,-0.152450798,0.988311061,2007,4,0.866025404,-0.5,0.76,28.8107
589,2007.3479,10.62,384.1789759,-0.146728501,0.989176803,2007,5,0.5,-0.866025404,0.68,28.8379
590,2007.375,15.72,384.13,-0.141022355,0.990006412,2007,5,0.5,-0.866025404,0.68,28.865
591,2007.4022,16.72,383.8448916,-0.135290438,0.990805984,2007,5,0.5,-0.866025404,0.68,28.8922
592,2007.4292,14.22,383.5618795,-0.129596185,0.991566855,2007,6,1.22E-16,-1,0.61,28.9192
593,2007.4564,11.02,383.2767711,-0.123855429,0.992300273,2007,6,1.22E-16,-1,0.61,28.9464
594,2007.4836,11.32,382.7388571,-0.118110524,0.993000455,2007,6,1.22E-16,-1,0.61,28.9736
595,2007.5107,12.62,382.1871786,-0.112382806,0.993664986,2007,7,-0.5,-0.866025404,0.59,29.0007
596,2007.5378,12.22,381.6355,-0.106651351,0.99429648,2007,7,-0.5,-0.866025404,0.59,29.0278
597,2007.565,13.22,381.2008434,-0.100895181,0.994897061,2007,7,-0.5,-0.866025404,0.59,29.055
598,2007.5922,15.72,380.7879277,-0.095135632,0.99546432,2007,8,-0.866025404,-0.5,0.6,29.0822
599,2007.6193,20.12,380.3765301,-0.089394089,0.995996334,2007,8,-0.866025404,-0.5,0.6,29.1093
600,2007.6466,18.72,380.391494,-0.083607168,0.996498792,2007,8,-0.866025404,-0.5,0.6,29.1366
601,2007.6736,18.62,380.5183614,-0.077881064,0.996962657,2007,9,-1,-1.84E-16,0.6,29.1636
602,2007.7008,20.32,380.6461687,-0.072109946,0.997396689,2007,9,-1,-1.84E-16,0.6,29.1908
603,2007.7279,26.92,381.0164048,-0.066357643,0.997795903,2007,9,-1,-1.84E-16,0.6,29.2179
604,2007.755,27.32,381.4745238,-0.060603134,0.998161941,2007,10,-0.866025404,0.5,0.59,29.245
605,2007.7822,26.22,381.9343333,-0.054825364,0.998495959,2007,10,-0.866025404,0.5,0.59,29.2722
606,2007.8093,26.52,382.3813855,-0.04906701,0.998795489,2007,10,-0.866025404,0.5,0.59,29.2993
607,2007.8365,24.02,382.8237952,-0.043285767,0.999062732,2007,11,-0.5,0.866025404,0.59,29.3265
608,2007.8637,27.72,383.2662048,-0.037503075,0.999296512,2007,11,-0.5,0.866025404,0.59,29.3537
609,2007.8908,31.82,383.6422651,-0.031740393,0.999496147,2007,11,-0.5,0.866025404,0.59,29.3808
