year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3,Sentinel-6MF
2020.0749,,,,62.13,
2020.1119,,,,67.13,
2020.1346,,,,64.63,
2020.1617,,,,60.53,
2020.1889,,,,61.73,
2020.216,,,,58.23,
2020.2432,,,,60.13,
2020.2703,,,,62.63,
2020.2975,,,,59.93,
2020.3247,,,,59.43,
2020.3518,,,,60.83,
2020.3789,,,,61.33,
2020.4061,,,,62.23,
2020.4332,,,,62.53,
2020.4595,,,,59.63,
2020.4875,,,,62.73,
2020.5147,,,,61.83,
2020.5418,,,,63.73,
2020.569,,,,65.43,
2020.5961,,,,66.43,
2020.6233,,,,65.13,
2020.6504,,,,68.13,
2020.6776,,,,70.83,
2020.7048,,,,71.83,
2020.7319,,,,73.33,
2020.759,,,,75.53,
2020.7862,,,,77.73,
2020.8115,,,,78.43,
2020.8413,,,,79.53,
2020.8676,,,,77.03,
2020.8948,,,,73.13,
2020.9219,,,,75.73,
2020.949,,,,72.83,
2020.9762,,,,72.03,
2020.9768,,,,,72.45
2021.0034,,,,71.33,71.45
2021.0304,,,,,70.95
2021.0305,,,,72.03,
2021.0576,,,,70.93,68.75
2021.0848,,,,71.23,70.05
2021.1119,,,,67.03,68.15
2021.139,,,,,64.15
2021.1391,,,,64.53,
2021.1656,,,,,62.15
2021.1662,,,,62.53,
2021.1933,,,,,61.75
2021.1934,,,,64.03,
2021.2205,,,,64.63,
2021.2217,,,,,62.15
2021.2477,,,,67.23,65.05
2021.2748,,,,68.03,67.85
2021.3015,,,,67.93,
2021.302,,,,,65.75
2021.3291,,,,63.83,
2021.3301,,,,,62.55
2021.3562,,,,,64.95
2021.3563,,,,65.03,
2021.3834,,,,65.73,66.65
2021.4105,,,,64.63,66.25
2021.4377,,,,61.93,63.55
2021.4649,,,,66.23,67.95
2021.4919,,,,,68.05
2021.492,,,,66.93,
2021.5191,,,,,68.95
2021.5192,,,,67.53,
2021.5463,,,,67.83,68.05
2021.5735,,,,71.13,72.85
2021.6005,,,,72.83,
2021.6006,,,,,76.65
2021.6278,,,,74.53,76.05
2021.6549,,,,71.73,72.35
2021.6821,,,,74.73,74.85
2021.7092,,,,78.13,
2021.7094,,,,,78.25
2021.7363,,,,79.03,79.45
2021.7635,,,,80.83,83.05
2021.7906,,,,81.83,82.15
2021.8178,,,,84.23,83.55
2021.8449,,,,82.03,79.95
2021.8721,,,,79.63,77.45
2021.8992,,,,81.33,80.55
2021.9264,,,,82.03,83.15
2021.9535,,,,77.03,77.65
2021.9807,,,,74.03,72.25
2022.0078,,,,74.73,72.25
2022.035,,,,75.83,73.15
2022.0621,,,,,75.55
2022.0622,,,,74.93,
2022.0892,,,,71.43,
2022.0893,,,,,72.85
2022.1164,,,,72.53,
2022.1166,,,,,72.85
2022.1435,,,,68.53,69.75
2022.1707,,,,67.13,67.15
2022.1979,,,,69.23,69.05
2022.225,,,,67.63,69.25
2022.2522,,,,68.43,70.45
2022.2659,,,,63.33,
2022.2793,,,,,69.35
2022.3064,,,,,65.75
2022.32,,,,63.83,
2022.3336,,,,,67.75
2022.339,,,,67.73,
2022.3607,,,,,65.75
2022.3661,,,,65.63,
2022.3879,,,,,67.05
2022.3933,,,,66.73,
2022.415,,,,,65.95
2022.4204,,,,65.53,
2022.4422,,,,,67.65
2022.4476,,,,66.83,
2022.4693,,,,,66.25
2022.4747,,,,67.23,
2022.4965,,,,,69.65
2022.5019,,,,70.63,
2022.5236,,,,,72.05
2022.5291,,,,71.23,
2022.5508,,,,,75.25
2022.5562,,,,73.03,
2022.5779,,,,,73.75
2022.5833,,,,70.73,
2022.605,,,,,69.95
2022.6104,,,,70.23,
2022.6323,,,,,72.65
2022.6376,,,,73.13,
2022.6594,,,,,74.85
2022.6648,,,,76.33,
2022.6865,,,,,79.65
2022.6919,,,,80.03,
2022.7137,,,,,82.25
2022.7191,,,,80.13,
2022.7408,,,,,83.45
2022.7463,,,,83.33,
2022.768,,,,,83.05
2022.7734,,,,83.13,
2022.7951,,,,,83.25
2022.8005,,,,82.93,
2022.8222,,,,,82.95
2022.8277,,,,83.03,
2022.8494,,,,,86.45
2022.8548,,,,84.03,
2022.8766,,,,,82.15
2022.882,,,,78.93,
2022.9037,,,,,81.75
2022.9091,,,,79.53,
2022.9309,,,,,77.25
2022.9358,,,,76.03,
2022.958,,,,,81.45
2022.9634,,,,82.23,
2022.9852,,,,,81.75
2022.9906,,,,83.53,
2023.0123,,,,,80.25
2023.0177,,,,79.83,
2023.0395,,,,,80.65
2023.0449,,,,79.63,
2023.0666,,,,,78.95
2023.0721,,,,77.63,
2023.0937,,,,,74.95
2023.0992,,,,74.13,
2023.1209,,,,,72.45
2023.1263,,,,73.73,
2023.148,,,,,71.75
2023.1534,,,,72.73,
2023.1752,,,,,74.95
2023.1806,,,,74.93,
2023.2023,,,,,75.55
2023.2077,,,,73.33,
2023.2295,,,,,71.65
2023.2349,,,,70.03,
2023.2566,,,,,68.75
2023.2621,,,,67.03,
2023.2838,,,,,66.35
2023.2889,,,,67.73,
2023.3109,,,,,69.85
2023.3163,,,,71.93,
2023.3381,,,,,71.15
2023.3435,,,,73.03,
2023.3652,,,,,74.95
2023.3707,,,,75.43,
2023.3924,,,,,73.05
2023.3978,,,,72.03,
2023.4195,,,,,72.45
2023.4249,,,,71.53,
2023.4467,,,,,71.75
2023.452,,,,71.53,
2023.4739,,,,,72.35
2023.4792,,,,73.33,
2023.501,,,,,75.95
2023.5064,,,,75.43,
2023.5281,,,,,79.75
2023.5335,,,,77.33,
2023.5552,,,,,77.95
2023.5607,,,,77.63,
2023.5824,,,,,78.45
2023.5878,,,,78.63,
2023.6096,,,,,80.75
2023.6149,,,,79.93,
2023.6367,,,,,79.65
2023.6421,,,,79.83,
2023.6639,,,,,85.45
2023.6693,,,,85.43,
2023.691,,,,,85.05
2023.6964,,,,85.43,
2023.7182,,,,,88.95
2023.7236,,,,89.83,
2023.7453,,,,,90.05
2023.7507,,,,89.73,
2023.7724,,,,,92.75
2023.7779,,,,93.73,
2023.7996,,,,,96.25
2023.805,,,,95.33,
2023.8268,,,,,91.55
2023.8322,,,,92.33,
2023.8539,,,,,92.05
2023.8593,,,,92.03,
2023.881,,,,,89.55
2023.8865,,,,88.93,
2023.9082,,,,,84.15
2023.9136,,,,85.33,
2023.9354,,,,,85.15
2023.9408,,,,86.73,
2023.9625,,,,,85.95
2023.9679,,,,87.63,
2023.9896,,,,,87.05
2023.995,,,,87.73,
2024.0168,,,,,87.25
2024.0222,,,,86.03,
2024.0439,,,,,85.65
2024.0493,,,,86.43,
2024.0711,,,,,84.75
2024.0765,,,,82.73,
2024.0982,,,,,79.35
2024.1036,,,,78.63,
2024.1254,,,,,82.55
2024.1308,,,,81.13,
2024.1525,,,,,83.05
2024.1579,,,,80.63,
2024.1796,,,,,80.65
2024.185,,,,81.23,
2024.2068,,,,,78.15
2024.2122,,,,81.43,
2024.234,,,,,74.15
2024.2394,,,,79.33,
2024.2611,,,,,73.35
2024.2665,,,,75.23,
2024.2831,,,,,73.15
2024.2857,,,,78.43,
